,Region,Year,Technology,Amount (2020 USD million)
4010,Africa,2017,Multiple renewables,0.093206779
4011,Africa,2013,Solar energy,0.001756787
4012,Africa,2018,Multiple renewables,0.066737331
4013,Africa,2019,Bioenergy,0.055972
4014,Africa,2001,Solar energy,0.031280551
4015,Africa,2019,Solar energy,0.001006
4016,Africa,2007,Solar energy,0.01031797
4017,Africa,2012,Solar energy,0.014691049
4018,Africa,2008,Multiple renewables,0.438513903
4019,Africa,2013,Renewable hydropower,24.78928585
4020,Africa,2010,Multiple renewables,0.23936864
4021,Africa,2016,Renewable hydropower,23.57716755
4022,Africa,2014,Multiple renewables,0.279845176
4023,Africa,2019,Solar energy,0.086632
4024,Africa,2019,Multiple renewables,0.194907
4025,Africa,2008,Renewable hydropower,54.00067451
4026,Africa,2010,Nuclear,0.013666537
4027,Africa,2015,Nuclear,0.027898717
4028,Africa,2010,Nuclear,0.184404804
4029,Africa,2018,Solar energy,0.010615576
4030,Africa,2017,Renewable hydropower,7.839630548
4031,Africa,2015,Multiple renewables,0.026825689
4032,Africa,2007,Renewable hydropower,10.78215837
4033,Africa,2007,Renewable hydropower,0.570959798
4034,Africa,2009,Fossil fuels n.e.s.,11.18181041
4035,Africa,2010,Renewable hydropower,0.017271863
4036,Africa,2010,Bioenergy,0.129107639
4037,Africa,2011,Bioenergy,0.101453206
4038,Africa,2010,Solar energy,0.006584538
4039,Africa,2015,Solar energy,0.01293
4040,Africa,2014,Renewable hydropower,2.975731408
4041,Africa,2014,Renewable hydropower,0.093341638
4042,Africa,2009,Solar energy,0.044257189
4043,Africa,2012,Solar energy,0.059767657
4044,Africa,2001,Multiple renewables,0.008711404
4045,Africa,2002,Multiple renewables,0.063901191
4046,Africa,2009,Renewable hydropower,0.00084019
4047,Africa,2013,Multiple renewables,0.113925373
4048,Africa,2014,Multiple renewables,0.577487911
4049,Africa,2015,Multiple renewables,0.573085273
4050,Africa,2010,Solar energy,0.006822857
4051,Africa,2014,Multiple renewables,0.095325038
4052,Africa,2017,Bioenergy,4.609126414
4053,Africa,2013,Multiple renewables,0.722788495
4054,Africa,2010,Solar energy,0.006482993
4055,Africa,2016,Multiple renewables,0.031695722
4056,Africa,2009,Nuclear,0.003533256
4057,Africa,2005,Renewable hydropower,1.282071348
4058,Africa,2014,Solar energy,0.010846762
4059,Africa,2016,Solar energy,0.128099292
4060,Africa,2002,Fossil fuels n.e.s.,51.81618247
4061,Africa,2002,Fossil fuels n.e.s.,5.560761046
4062,Africa,2005,Fossil fuels n.e.s.,12.56706021
4063,Africa,2007,Fossil fuels n.e.s.,1.080819434
4064,Africa,2005,Fossil fuels n.e.s.,6.869992913
4065,Africa,2007,Renewable hydropower,198.9398282
4066,Africa,2011,Renewable hydropower,175.0470483
4067,Africa,2014,Renewable hydropower,68.23273711
4068,Africa,2017,Renewable hydropower,5.807499282
4069,Africa,2017,Renewable hydropower,25.38092279
4070,Africa,2007,Renewable hydropower,0.671912979
4083,Africa,2013,Multiple renewables,0.009017305
4084,Africa,2013,Multiple renewables,0.000876111
4085,Africa,2014,Multiple renewables,0.009732037
4086,Africa,2014,Multiple renewables,0.211972818
4087,Africa,2015,Multiple renewables,0.387208458
4088,Africa,2015,Multiple renewables,0.547817265
4089,Africa,2015,Multiple renewables,0.001353103
4090,Africa,2016,Multiple renewables,0.870054248
4091,Africa,2017,Multiple renewables,1.732875253
4092,Africa,2018,Multiple renewables,0.079966486
4093,Africa,2020,Multiple renewables,1.109330295
4094,Africa,2019,Multiple renewables,1.446041
4095,Africa,2018,Geothermal energy,0.053262595
4096,Africa,2018,Multiple renewables,0.980982862
4097,Africa,2019,Multiple renewables,1.673884
4098,Africa,2019,Solar energy,1.673884
4099,Africa,2020,Multiple renewables,0.066349042
4100,Africa,2020,Solar energy,0.066349042
4101,Africa,2012,Multiple renewables,0.007422525
4102,Africa,2011,Multiple renewables,0.008464962
4103,Africa,2012,Multiple renewables,0.024676714
4104,Africa,2012,Multiple renewables,0.009532903
4105,Africa,2010,Geothermal energy,6.856814626
4106,Africa,2010,Solar energy,1.110046157
4107,Africa,2013,Geothermal energy,0.383106482
4108,Africa,2013,Geothermal energy,5.028819679
4109,Africa,2012,Geothermal energy,5.702633566
4110,Africa,2018,Wind energy,0.097648277
4111,Africa,2011,Fossil fuels n.e.s.,30.10419274
4112,Africa,2019,Wind energy,10.9
4113,Africa,2019,Wind energy,10.91
4114,Africa,2018,Geothermal energy,29.24427238
4115,Africa,2019,Multiple renewables,0.233333
4116,Africa,2020,Fossil fuels n.e.s.,95.42105418
4117,Africa,2014,Geothermal energy,2.922777433
4118,Africa,2008,Nuclear,0.480471121
4119,Africa,2008,Nuclear,0.002095631
4120,Africa,2008,Nuclear,0.002095631
4121,Africa,2009,Nuclear,2.978991316
4122,Africa,2008,Nuclear,0.476279858
4123,Africa,2018,Solar energy,0.011573681
4124,Africa,2019,Solar energy,0.018784
4125,Africa,2019,Solar energy,0.003694
4126,Africa,2019,Solar energy,0.003358
4127,Africa,2019,Solar energy,0.001135
4128,Africa,2009,Solar energy,5.576060104
4129,Africa,2001,Fossil fuels n.e.s.,0.945478488
4130,Africa,2005,Wind energy,5.942823138
4131,Africa,2010,Wind energy,4.466724956
4132,Africa,2012,Wind energy,3.7335071
4133,Africa,2013,Multiple renewables,2.811653121
4134,Africa,2016,Fossil fuels n.e.s.,0.625356975
4135,Africa,2016,Multiple renewables,0.41690465
4136,Africa,2020,Fossil fuels n.e.s.,0.292179267
4137,Africa,2020,Multiple renewables,0.194786178
4138,Africa,2012,Multiple renewables,0.006921034
4354,Africa,2009,Multiple renewables,0.608589396
4355,Africa,2013,Multiple renewables,1.459602884
4356,Africa,2014,Multiple renewables,0.046423531
4357,Africa,2015,Multiple renewables,0.131630306
4358,Africa,2016,Multiple renewables,0.344847852
4359,Africa,2017,Multiple renewables,0.592390144
4360,Africa,2018,Multiple renewables,0.360893883
4361,Africa,2020,Multiple renewables,0.005936916
4362,Africa,2004,Multiple renewables,0.193937029
4363,Africa,2017,Solar energy,9.71248418
4364,Africa,2006,Multiple renewables,0.002599804
4365,Africa,2019,Multiple renewables,0.015218
4366,Africa,2011,Wind energy,0.024228086
4367,Africa,2010,Multiple renewables,0.038895019
4368,Africa,2005,Multiple renewables,0.038841707
4369,Africa,2007,Multiple renewables,0.111021047
4370,Africa,2017,Solar energy,215.092566
4371,Africa,2010,Nuclear,0.072606873
4372,Africa,2012,Bioenergy,0.017378002
4373,Africa,2017,Multiple renewables,1.53638e-05
4374,Africa,2017,Multiple renewables,0.009397497
4375,Africa,2020,Multiple renewables,0.014608963
4376,Africa,2004,Wind energy,47.28370233
4377,Africa,2018,Solar energy,0.205907841
4378,Africa,2015,Solar energy,0.08016126
4379,Africa,2016,Solar energy,0.087383433
4380,Africa,2017,Solar energy,0.033016013
4381,Africa,2015,Solar energy,0.038172952
4382,Africa,2016,Solar energy,0.062045756
4383,Africa,2017,Solar energy,0.008853727
4384,Africa,2015,Solar energy,0.118052072
4385,Africa,2015,Solar energy,0.119453082
4386,Africa,2001,Wind energy,0.038235167
4387,Africa,2006,Fossil fuels n.e.s.,0.368954595
4388,Africa,2005,Fossil fuels n.e.s.,3.125716016
4389,Africa,2007,Solar energy,0.060200968
4390,Africa,2011,Multiple renewables,1.158595535
4391,Africa,2012,Multiple renewables,0.908736124
4392,Africa,2017,Solar energy,13.65667052
4393,Africa,2017,Solar energy,13.65667052
4394,Africa,2017,Solar energy,13.65667052
4395,Africa,2017,Solar energy,13.65667052
4396,Africa,2017,Solar energy,13.65667052
4397,Africa,2017,Solar energy,13.65667052
4398,Africa,2012,Multiple renewables,0.979411307
4399,Africa,2012,Multiple renewables,0.435567101
4400,Africa,2019,Multiple renewables,0.015
4401,Africa,2003,Wind energy,0.283848296
4402,Africa,2002,Wind energy,0.528698448
4403,Africa,2007,Multiple renewables,53.91367142
4404,Africa,2013,Multiple renewables,0.090137299
4405,Africa,2010,Natural gas,48.97724733
4406,Africa,2016,Solar energy,26.05654061
4407,Africa,2016,Solar energy,20.84523249
4408,Africa,2016,Solar energy,20.84523249
4409,Africa,2017,Wind energy,198.4847509
4410,Africa,2017,Solar energy,11.26675346
4411,Africa,2010,Natural gas,29.3863484
4412,Africa,2011,Fossil fuels n.e.s.,1.003473522
4413,Africa,2020,Natural gas,0.08633673
4414,Africa,2014,Fossil fuels n.e.s.,51.3379007
4415,Africa,2017,Bioenergy,0.107099039
4416,Africa,2017,Bioenergy,0.105464695
4417,Africa,2001,Wind energy,21.91575469
4418,Africa,2001,Wind energy,7.30525103
4419,Africa,2003,Wind energy,21.33542981
4420,Africa,2003,Wind energy,7.111809528
4421,Africa,2007,Renewable hydropower,43.19317921
4422,Africa,2012,Renewable hydropower,5.492472013
4423,Africa,2012,Renewable hydropower,5.492472013
4424,Africa,2003,Renewable hydropower,64.00489952
4425,Africa,2005,Fossil fuels n.e.s.,239.4689907
4426,Africa,2008,Fossil fuels n.e.s.,330.7476783
4427,Africa,2009,Fossil fuels n.e.s.,437.4278209
4428,Africa,2011,Fossil fuels n.e.s.,522.3287729
4429,Africa,2005,Wind energy,102.6163066
4430,Africa,2008,Fossil fuels n.e.s.,9.467921865
4431,Africa,2008,Fossil fuels n.e.s.,9.467921865
4432,Africa,2006,Fossil fuels n.e.s.,12.69069045
4433,Africa,2006,Nuclear,0.006642449
4434,Africa,2010,Wind energy,35.00560447
4435,Africa,2010,Wind energy,99.83079908
4436,Africa,2010,Nuclear,0.007387357
4437,Africa,2013,Renewable hydropower,23.05403588
4438,Africa,2010,Wind energy,0.075921176
4439,Africa,2010,Wind energy,0.071664874
4440,Africa,2011,Nuclear,0.01888203
4441,Africa,2011,Bioenergy,0.00654401
4442,Africa,2012,Nuclear,0.164400432
4443,Africa,2013,Nuclear,0.007587261
4444,Africa,2013,Nuclear,0.258031832
4445,Africa,2013,Coal and peat,0.135827599
4446,Africa,2013,Nuclear,0.144379256
4447,Africa,2014,Nuclear,0.14639945
4448,Africa,2014,Nuclear,0.011043811
4449,Africa,2015,Multiple renewables,2.516743568
4450,Africa,2015,Nuclear,0.123909705
4451,Africa,2015,Wind energy,86.03347452
4452,Africa,2019,Solar energy,33.583343
4453,Africa,2018,Solar energy,7.53429406
4454,Africa,2018,Solar energy,5.792640527
4455,Africa,2018,Solar energy,5.792640527
4456,Africa,2019,Multiple renewables,8.395836
4457,Africa,2010,Wind energy,113.4440901
4458,Africa,2014,Fossil fuels n.e.s.,29.20125501
4459,Africa,2011,Nuclear,0.105264483
4460,Africa,2010,Nuclear,0.093995405
4461,Africa,2017,Nuclear,0.032185916
4462,Africa,2010,Nuclear,0.12848881
4463,Africa,2017,Nuclear,0.189696782
4464,Africa,2017,Nuclear,0.094848391
4465,Africa,2015,Nuclear,0.064381654
4466,Africa,2015,Nuclear,0.155588997
4467,Africa,2015,Nuclear,0.443160383
4468,Africa,2010,Nuclear,0.740142268
4469,Africa,2010,Nuclear,0.126374585
4470,Africa,2016,Multiple renewables,11.62121711
4471,Africa,2016,Solar energy,11.62121711
4472,Africa,2016,Solar energy,11.62121711
4473,Africa,2011,Wind energy,61.75522211
4474,Africa,2011,Solar energy,0.257512083
4475,Africa,2013,Solar energy,0.620960276
4476,Africa,2016,Solar energy,0.583621428
4477,Africa,2011,Natural gas,370.5313318
4478,Africa,2001,Multiple renewables,0.004221008
4479,Africa,2000,Multiple renewables,10.78398182
4480,Africa,2012,Solar energy,0.308127952
4481,Africa,2010,Fossil fuels n.e.s.,117.5453936
4482,Africa,2011,Geothermal energy,55.39171405
4483,Africa,2011,Natural gas,184.6390468
4484,Africa,2012,Natural gas,236.1783338
4485,Africa,2013,Fossil fuels n.e.s.,187.4435414
4486,Africa,2014,Fossil fuels n.e.s.,205.3516028
4487,Africa,2014,Oil,184.8164425
4488,Africa,2016,Solar energy,104.2261624
4489,Africa,2017,Solar energy,25.60625786
4490,Africa,2017,Solar energy,20.48500629
4491,Africa,2017,Solar energy,20.48500629
4492,Africa,2017,Solar energy,24.58200754
4493,Africa,2017,Solar energy,24.58200754
4494,Africa,2017,Solar energy,22.53350692
4495,Africa,2017,Solar energy,15.87587987
4496,Africa,2018,Wind energy,101.1393331
4497,Africa,2017,Solar energy,20.48500629
4498,Africa,2017,Solar energy,20.48500629
4499,Africa,2006,Solar energy,0.499806527
4500,Africa,2009,Solar energy,0.019753192
4501,Africa,2015,Fossil fuels n.e.s.,211.3851706
4502,Africa,2009,Multiple renewables,0.021164074
4503,Africa,2017,Multiple renewables,26.88585992
4504,Africa,2017,Multiple renewables,26.88585992
4505,Africa,2017,Multiple renewables,18.42207704
4506,Africa,2017,Multiple renewables,18.58804144
4507,Africa,2017,Multiple renewables,18.58804144
4508,Africa,2017,Multiple renewables,18.42207704
4509,Africa,2017,Multiple renewables,18.42207704
4510,Africa,2019,Wind energy,26.28
4511,Africa,2017,Multiple renewables,26.74111389
4512,Africa,2017,Solar energy,26.74111389
4513,Africa,2017,Solar energy,27.19024048
4514,Africa,2017,Multiple renewables,18.58804144
4515,Africa,2017,Multiple renewables,26.34050808
4516,Africa,2017,Solar energy,10.75050364
4517,Africa,2017,Solar energy,28.86127824
4518,Africa,2019,Multiple renewables,83.656734
4519,Africa,2019,Multiple renewables,8.115973
4520,Africa,2019,Multiple renewables,59.826031
4521,Africa,2013,Solar energy,3.31434296
4522,Africa,2013,Solar energy,0.074977417
4523,Africa,2019,Solar energy,4.5
4524,Africa,2020,Multiple renewables,3.336595677
4525,Africa,2008,Fossil fuels n.e.s.,106.6628985
4526,Africa,2017,Solar energy,12.51485222
4527,Africa,2017,Solar energy,12.51485222
4528,Africa,2017,Solar energy,12.6300517
4529,Africa,2017,Solar energy,12.51485222
4530,Africa,2017,Solar energy,12.6300517
4531,Africa,2017,Solar energy,12.6300517
4532,Africa,2017,Solar energy,11.8550734
4533,Africa,2008,Fossil fuels n.e.s.,106.6628985
4534,Africa,2010,Natural gas,85.47512632
4535,Africa,2011,Bioenergy,0.013895935
4536,Africa,2013,Bioenergy,0.020231719
4537,Africa,2014,Bioenergy,0.024419106
4538,Africa,2015,Bioenergy,0.023076398
4539,Africa,2016,Multiple renewables,0.006907068
4540,Africa,2009,Bioenergy,0.001710033
4541,Africa,2010,Bioenergy,0.025063617
4542,Africa,2012,Wind energy,0.714713427
4543,Africa,2012,Fossil fuels n.e.s.,185.5686904
4544,Africa,2012,Fossil fuels n.e.s.,101.2192858
4545,Africa,2009,Wind energy,0.359825562
4546,Africa,2018,Multiple renewables,0.678456576
4547,Africa,2015,Fossil fuels n.e.s.,206.4683276
4548,Africa,2016,Natural gas,206.9553474
4549,Africa,2017,Solar energy,87.78806016
4550,Africa,2018,Fossil fuels n.e.s.,129.9745425
4551,Africa,2012,Multiple renewables,0.063189896
4552,Africa,2010,Solar energy,0.705275078
4553,Africa,2010,Nuclear,0.236512857
4554,Africa,2011,Wind energy,0.008009254
4555,Africa,2011,Bioenergy,0.323802702
4556,Africa,2013,Solar energy,0.008826294
4557,Africa,2018,Multiple renewables,1.014339992
4558,Africa,2016,Multiple renewables,0.005874187
4559,Africa,2014,Fossil fuels n.e.s.,59.66793241
4560,Africa,2015,Natural gas,241.3230859
4561,Africa,2017,Natural gas,86.55561229
4562,Africa,2020,Wind energy,126.6770745
4563,Africa,2019,Multiple renewables,27.986119
4564,Africa,2019,Wind energy,87.0
4565,Africa,2018,Multiple renewables,0.007257311
4566,Africa,2019,Multiple renewables,0.005
4567,Africa,2010,Multiple renewables,0.860839243
4568,Africa,2012,Solar energy,0.509553613
4569,Africa,2000,Natural gas,66.33041751
4570,Africa,2000,Natural gas,66.33041751
4571,Africa,2013,Nuclear,0.005880206
4572,Africa,2018,Solar energy,0.70256768
4573,Africa,2015,Solar energy,46.23745951
4574,Africa,2020,Multiple renewables,3.371714113
4575,Africa,2017,Multiple renewables,200.1941987
4576,Africa,2020,Multiple renewables,0.028900407
4577,Africa,2018,Multiple renewables,1.699760486
4578,Africa,2017,Solar energy,12.29100377
4579,Africa,2017,Solar energy,3.789726163
4580,Africa,2017,Solar energy,14.03222931
4581,Africa,2017,Solar energy,3.776410909
4582,Africa,2017,Solar energy,13.57131666
4583,Africa,2017,Solar energy,13.31525409
4584,Africa,2017,Solar energy,17.20740528
4585,Africa,2017,Solar energy,6.145501886
4586,Africa,2017,Solar energy,1.485162956
4587,Africa,2017,Solar energy,13.57131666
4588,Africa,2017,Solar energy,3.738513647
4589,Africa,2017,Solar energy,12.29100377
4590,Africa,2017,Solar energy,3.380026037
4591,Africa,2017,Solar energy,12.29100377
4592,Africa,2017,Solar energy,3.380026037
4593,Africa,2017,Solar energy,12.29100377
4594,Africa,2017,Solar energy,3.380026037
4595,Africa,2017,Solar energy,6.145501886
4596,Africa,2017,Solar energy,1.485162956
4597,Africa,2017,Solar energy,18.69256824
4598,Africa,2017,Solar energy,18.69256824
4599,Africa,2008,Nuclear,0.250046925
4600,Africa,2008,Nuclear,0.154790954
4601,Africa,2008,Nuclear,0.095255972
4602,Africa,2009,Nuclear,10.74141865
4603,Africa,2009,Nuclear,0.288876211
4604,Africa,2003,Wind energy,116.9288823
4605,Africa,2015,Solar energy,0.110840753
4606,Africa,2016,Solar energy,0.616635283
4607,Africa,2017,Multiple renewables,153.6375471
4608,Africa,2017,Bioenergy,0.348245107
4609,Africa,2017,Multiple renewables,4.26770896
4610,Africa,2017,Multiple renewables,4.26770896
4611,Africa,2017,Solar energy,4.26770896
4612,Africa,2017,Solar energy,4.26770896
4613,Africa,2017,Solar energy,4.26770896
4614,Africa,2017,Solar energy,4.26770896
4615,Africa,2017,Multiple renewables,29.19113396
4616,Africa,2006,Fossil fuels n.e.s.,95.24336558
4617,Africa,2008,Solar energy,85.76434009
4618,Africa,2010,Wind energy,362.1217592
4619,Africa,2016,Solar energy,103.1013339
4620,Africa,2016,Natural gas,377.8543456
4621,Africa,2016,Solar energy,0.689851082
4622,Africa,2017,Wind energy,0.001157274
4623,Africa,2016,Wind energy,0.011672133
4624,Africa,2010,Fossil fuels n.e.s.,102.5701516
4625,Africa,2010,Fossil fuels n.e.s.,102.5701516
4626,Africa,2014,Fossil fuels n.e.s.,98.2543555
4627,Africa,2014,Fossil fuels n.e.s.,98.2543555
4628,Africa,2001,Solar energy,2.333366647
4629,Africa,2010,Solar energy,9.03813579
4630,Africa,2013,Solar energy,131.210479
4631,Africa,2011,Fossil fuels n.e.s.,14.04862285
4632,Africa,2015,Solar energy,0.23774877
4633,Africa,2019,Renewable hydropower,0.002261
4634,Africa,2019,Geothermal energy,0.003956
4635,Africa,2019,Bioenergy,0.00113
4636,Africa,2019,Solar energy,0.009608
4637,Africa,2006,Fossil fuels n.e.s.,140.372866
4638,Africa,2009,Natural gas,587.1443325
4639,Africa,2009,Multiple renewables,256.208436
4640,Africa,2010,Multiple renewables,310.3198391
4641,Africa,2010,Wind energy,68.56814626
4642,Africa,2010,Fossil fuels n.e.s.,587.7269679
4643,Africa,2012,Fossil fuels n.e.s.,226.7312004
4644,Africa,2013,Fossil fuels n.e.s.,471.8366313
4645,Africa,2015,Multiple renewables,103.5094549
4646,Africa,2017,Solar energy,153.125422
4647,Africa,2017,Solar energy,1.962891775
4648,Africa,2017,Solar energy,28.32847219
4649,Africa,2017,Solar energy,28.17596001
4650,Africa,2017,Solar energy,28.17596001
4651,Africa,2017,Solar energy,25.25577169
